gameid,date,home,away,competition,name,odds,is_cashoutable
3002581970,2024-10-05T20:10:00Z,PHI Phillies,NY Mets,EUA - MLB,Phillies,1.65,False
3002581970,2024-10-05T20:10:00Z,PHI Phillies,NY Mets,EUA - MLB,Empate,7.5,False
3002581970,2024-10-05T20:10:00Z,PHI Phillies,NY Mets,EUA - MLB,Mets,2.5,False
3002580231,2024-10-05T22:40:00Z,NY Yankees,KC Royals,EUA - MLB,Acima de 5.5,1.35,False
3002580231,2024-10-05T22:40:00Z,NY Yankees,KC Royals,EUA - MLB,Abaixo de 5.5,2.95,False
3002580231,2024-10-05T22:40:00Z,NY Yankees,KC Royals,EUA - MLB,Acima de 6.5,1.52,False
3002580231,2024-10-05T22:40:00Z,NY Yankees,KC Royals,EUA - MLB,Abaixo de 6.5,2.4,False
3002580231,2024-10-05T22:40:00Z,NY Yankees,KC Royals,EUA - MLB,Acima de 7.5,1.85,False
3002580231,2024-10-05T22:40:00Z,NY Yankees,KC Royals,EUA - MLB,Abaixo de 7.5,1.85,False
3002580231,2024-10-05T22:40:00Z,NY Yankees,KC Royals,EUA - MLB,Acima de 8.5,2.15,False
3002580231,2024-10-05T22:40:00Z,NY Yankees,KC Royals,EUA - MLB,Abaixo de 8.5,1.62,False
3002580231,2024-10-05T22:40:00Z,NY Yankees,KC Royals,EUA - MLB,Acima de 9.5,2.7,False
3002580231,2024-10-05T22:40:00Z,NY Yankees,KC Royals,EUA - MLB,Abaixo de 9.5,1.4,False
3002580370,2024-10-06T00:40:00Z,LA Dodgers,SD Padres,EUA - MLB,Acima de 5.5,1.32,False
3002580370,2024-10-06T00:40:00Z,LA Dodgers,SD Padres,EUA - MLB,Abaixo de 5.5,3.05,False
3002580370,2024-10-06T00:40:00Z,LA Dodgers,SD Padres,EUA - MLB,Acima de 6.5,1.48,False
3002580370,2024-10-06T00:40:00Z,LA Dodgers,SD Padres,EUA - MLB,Abaixo de 6.5,2.45,False
3002580370,2024-10-06T00:40:00Z,LA Dodgers,SD Padres,EUA - MLB,Acima de 7.5,1.8,False
3002580370,2024-10-06T00:40:00Z,LA Dodgers,SD Padres,EUA - MLB,Abaixo de 7.5,1.9,False
3002580370,2024-10-06T00:40:00Z,LA Dodgers,SD Padres,EUA - MLB,Acima de 8.5,2.1,False
3002580370,2024-10-06T00:40:00Z,LA Dodgers,SD Padres,EUA - MLB,Abaixo de 8.5,1.65,False
3002580370,2024-10-06T00:40:00Z,LA Dodgers,SD Padres,EUA - MLB,Acima de 9.5,2.65,False
3002580370,2024-10-06T00:40:00Z,LA Dodgers,SD Padres,EUA - MLB,Abaixo de 9.5,1.42,False
3002579315,2024-10-06T04:30:00Z,Chunichi Dragons,Yokohama BayStars,Japão - NPB,Acima de 3.5,1.28,False
3002579315,2024-10-06T04:30:00Z,Chunichi Dragons,Yokohama BayStars,Japão - NPB,Abaixo de 3.5,3.25,False
3002579315,2024-10-06T04:30:00Z,Chunichi Dragons,Yokohama BayStars,Japão - NPB,Acima de 4.5,1.45,False
3002579315,2024-10-06T04:30:00Z,Chunichi Dragons,Yokohama BayStars,Japão - NPB,Abaixo de 4.5,2.45,False
3002579315,2024-10-06T04:30:00Z,Chunichi Dragons,Yokohama BayStars,Japão - NPB,Acima de 5.5,1.82,False
3002579315,2024-10-06T04:30:00Z,Chunichi Dragons,Yokohama BayStars,Japão - NPB,Abaixo de 5.5,1.85,False
3002579315,2024-10-06T04:30:00Z,Chunichi Dragons,Yokohama BayStars,Japão - NPB,Acima de 6.5,2.2,False
3002579315,2024-10-06T04:30:00Z,Chunichi Dragons,Yokohama BayStars,Japão - NPB,Abaixo de 6.5,1.58,False
3002579315,2024-10-06T04:30:00Z,Chunichi Dragons,Yokohama BayStars,Japão - NPB,Acima de 7.5,2.85,False
3002579315,2024-10-06T04:30:00Z,Chunichi Dragons,Yokohama BayStars,Japão - NPB,Abaixo de 7.5,1.35,False
3002580851,2024-10-06T05:00:00Z,LG Twins,KT Wiz,Coreia do Sul - KBO,LG Twins,1.78,False
3002580851,2024-10-06T05:00:00Z,LG Twins,KT Wiz,Coreia do Sul - KBO,Empate,8.25,False
3002580851,2024-10-06T05:00:00Z,LG Twins,KT Wiz,Coreia do Sul - KBO,KT Wiz,2.1,False
