id_x,name_x,date,isLive_x,relativeDesktopUrl,openMarketCount,id_y,name_y,name,lx,odds,line,betTrend
3002467334,Eagles - WAS Commanders,2024-11-15T01:15:00Z,False,eagles-was-commanders-m3002467334,134,3242702685,Vencedor,PHI Eagles,1,1.48,101,93.0
3002467334,Eagles - WAS Commanders,2024-11-15T01:15:00Z,False,eagles-was-commanders-m3002467334,134,3242702685,Vencedor,Washington Commanders,2,2.5,301,7.0
3002471231,Lions - Jaguars,2024-11-17T18:00:00Z,False,lions-jaguars-m3002471231,134,3242702466,Vencedor,DET Lions,1,1.1,101,99.0
3002471231,Lions - Jaguars,2024-11-17T18:00:00Z,False,lions-jaguars-m3002471231,134,3242702466,Vencedor,JAC Jaguars,2,5.75,301,1.0
3002471233,Titans - Vikings,2024-11-17T18:00:00Z,False,titans-vikings-m3002471233,135,3242703716,Vencedor,TEN Titans,1,2.9,101,2.0
3002471233,Titans - Vikings,2024-11-17T18:00:00Z,False,titans-vikings-m3002471233,135,3242703716,Vencedor,MIN Vikings,2,1.35,301,98.0
3002471234,Bears - Packers,2024-11-17T18:00:00Z,False,bears-packers-m3002471234,134,3242702678,Vencedor,CHI Bears,1,2.85,101,2.0
3002471234,Bears - Packers,2024-11-17T18:00:00Z,False,bears-packers-m3002471234,134,3242702678,Vencedor,GB Packers,2,1.38,301,98.0
3002471229,Dolphins - Raiders,2024-11-17T18:00:00Z,False,dolphins-raiders-m3002471229,128,3242703703,Vencedor,MIA Dolphins,1,1.23,101,95.0
3002471229,Dolphins - Raiders,2024-11-17T18:00:00Z,False,dolphins-raiders-m3002471229,128,3242703703,Vencedor,LV Raiders,2,3.8,301,5.0
3002471237,Steelers - Ravens,2024-11-17T18:00:00Z,False,steelers-ravens-m3002471237,134,3242703553,Vencedor,PIT Steelers,1,2.35,101,6.0
3002471237,Steelers - Ravens,2024-11-17T18:00:00Z,False,steelers-ravens-m3002471237,134,3242703553,Vencedor,BAL Ravens,2,1.52,301,94.0
3002471232,Patriots - LA Rams,2024-11-17T18:00:00Z,False,patriots-la-rams-m3002471232,134,3242703291,Vencedor,NE Patriots,1,2.65,101,5.0
3002471232,Patriots - LA Rams,2024-11-17T18:00:00Z,False,patriots-la-rams-m3002471232,134,3242703291,Vencedor,Los Angeles Rams,2,1.42,301,95.0
3002471457,Jets - Colts,2024-11-17T18:00:00Z,False,jets-colts-m3002471457,134,3242704401,Vencedor,NY Jets,1,1.48,101,89.0
3002471457,Jets - Colts,2024-11-17T18:00:00Z,False,jets-colts-m3002471457,134,3242704401,Vencedor,IND Colts,2,2.5,301,11.0
3002471230,Saints - Browns,2024-11-17T18:00:00Z,False,saints-browns-m3002471230,134,3242703056,Vencedor,NO Saints,1,1.8,101,89.0
3002471230,Saints - Browns,2024-11-17T18:00:00Z,False,saints-browns-m3002471230,134,3242703056,Vencedor,CLE Browns,2,1.9,301,11.0
3002471387,49ers - Seahawks,2024-11-17T21:05:00Z,False,49ers-seahawks-m3002471387,132,3242703989,Vencedor,SF 49ers,1,1.32,101,99.0
3002471387,49ers - Seahawks,2024-11-17T21:05:00Z,False,49ers-seahawks-m3002471387,132,3242703989,Vencedor,SEA Seahawks,2,3.1,301,1.0
3002471388,Broncos - Falcons,2024-11-17T21:05:00Z,False,broncos-falcons-m3002471388,132,3242704078,Vencedor,DEN Broncos,1,1.68,101,43.0
3002471388,Broncos - Falcons,2024-11-17T21:05:00Z,False,broncos-falcons-m3002471388,132,3242704078,Vencedor,ATL Falcons,2,2.05,301,57.0
3002471386,Bills - Chiefs,2024-11-17T21:25:00Z,False,bills-chiefs-m3002471386,132,3242703983,Vencedor,BUF Bills,1,1.68,101,31.0
3002471386,Bills - Chiefs,2024-11-17T21:25:00Z,False,bills-chiefs-m3002471386,132,3242703983,Vencedor,KC Chiefs,2,2.05,301,69.0
3002651181,Winnipeg Blue Bombers - Toronto Argonauts,2024-11-17T23:00:00Z,False,winnipeg-blue-bombers-toronto-argonauts-m3002651181,86,3243641317,Vencedor,Winnipeg Blue Bombers,1,1.25,101,95.0
3002651181,Winnipeg Blue Bombers - Toronto Argonauts,2024-11-17T23:00:00Z,False,winnipeg-blue-bombers-toronto-argonauts-m3002651181,86,3243641317,Vencedor,Toronto Argonauts,2,4.1,301,5.0
3002471385,Chargers - Bengals,2024-11-18T01:20:00Z,False,chargers-bengals-m3002471385,132,3242704321,Vencedor,LA Chargers,1,1.75,101,28.0
3002471385,Chargers - Bengals,2024-11-18T01:20:00Z,False,chargers-bengals-m3002471385,132,3242704321,Vencedor,CIN Bengals,2,1.95,301,72.0
3002472252,Cowboys - Texans,2024-11-19T01:15:00Z,False,cowboys-texans-m3002472252,132,3242704780,Vencedor,DAL Cowboys,1,3.7,101,2.0
3002472252,Cowboys - Texans,2024-11-19T01:15:00Z,False,cowboys-texans-m3002472252,132,3242704780,Vencedor,HOU Texans,2,1.23,301,98.0
3002476068,Browns - Steelers,2024-11-22T01:15:00Z,False,browns-steelers-m3002476068,53,3244119471,Vencedor,CLE Browns,1,2.55,101,
3002476068,Browns - Steelers,2024-11-22T01:15:00Z,False,browns-steelers-m3002476068,53,3244119471,Vencedor,PIT Steelers,2,1.45,301,
3002480613,WAS Commanders - Cowboys,2024-11-24T18:00:00Z,False,was-commanders-cowboys-m3002480613,53,3244119820,Vencedor,Washington Commanders,1,1.16,101,100.0
3002480613,WAS Commanders - Cowboys,2024-11-24T18:00:00Z,False,was-commanders-cowboys-m3002480613,53,3244119820,Vencedor,DAL Cowboys,2,4.5,301,0.0
3002480614,Colts - Lions,2024-11-24T18:00:00Z,False,colts-lions-m3002480614,53,3244119879,Vencedor,IND Colts,1,3.15,101,0.0
3002480614,Colts - Lions,2024-11-24T18:00:00Z,False,colts-lions-m3002480614,53,3244119879,Vencedor,DET Lions,2,1.3,301,100.0
3002480615,Giants - Buccaneers,2024-11-24T18:00:00Z,False,giants-buccaneers-m3002480615,53,3244119885,Vencedor,NY Giants,1,2.25,101,
